tmp local (C), tmp object (C), sound voltage (V), current (A),
9.00,10.00,5.03,1.39,1971121484
9.00,10.00,5.03,3.88,-1473560404
9.00,10.00,5.03,3.23,346668252
9.00,10.00,5.03,-1.83,-1620587864
9.00,10.00,5.03,-0.86,2070163456
9.00,10.00,5.04,4.41,521151296
9.00,10.00,5.03,2.79,-1296027948
9.00,10.00,5.04,-2.94,-1507028908
9.00,10.00,5.04,2.08,300196648
9.00,10.00,5.04,5.39,-61740200
9.00,10.00,5.04,2.58,-2085389208
9.00,10.00,5.03,-3.26,1593218028
9.00,10.00,5.03,0.56,-1143642496
9.00,10.00,5.04,6.04,-1892631096
9.00,10.00,5.04,2.64,-1861385208
9.00,10.00,5.03,-3.56,430548948
9.00,10.00,5.03,3.20,229351212
9.00,10.00,5.04,3.32,698683752
9.00,10.00,5.04,-3.64,153201408
9.00,10.00,5.04,0.09,1369954920
9.00,10.00,5.04,4.30,126486716
9.00,10.00,5.04,2.85,-1093348428
9.00,10.00,5.04,-2.49,210335192
9.00,10.00,5.04,0.50,-1378308736
9.00,10.00,5.03,3.45,1189372992
9.00,10.00,5.03,3.34,773351772
9.00,10.00,5.03,1.25,1448445464
9.00,10.00,5.04,-4.78,106729864
9.00,10.00,5.03,4.28,51818696
9.00,10.00,5.04,2.43,1633558528
9.00,10.00,5.04,-2.58,-141680308
9.00,10.00,5.04,2.14,513538408
9.00,10.00,5.04,2.92,-826695348
9.00,10.00,5.04,1.88,-467807912
9.00,10.00,5.04,-2.44,391658012
9.00,10.00,5.03,4.61,1289155856
9.00,10.00,5.03,3.09,-186670068
9.00,10.00,5.03,-0.39,-464758500
9.00,10.00,5.04,-6.16,-803770960
9.00,10.00,5.03,1.28,1565762444
9.00,10.00,5.04,3.13,-37334088
9.00,10.00,5.04,3.00,-506666628
9.00,10.00,5.04,-0.62,-1328755560
9.00,10.00,5.04,-3.93,-956156412
9.00,10.00,5.04,0.20,1775313900
9.00,10.00,5.04,4.15,-438870544
9.00,10.00,5.03,2.55,2081598808
9.00,10.00,5.04,-3.21,1753248528
9.00,10.00,5.03,2.13,481551688
9.00,10.00,5.03,4.21,-236191084
9.00,10.00,5.04,2.79,-1317352428
9.00,10.00,5.03,-3.35,1241234748
9.00,10.00,5.03,-4.09,-1564162752
9.00,10.00,5.04,4.61,1299850316
9.00,10.00,5.04,3.42,1082686032
9.00,10.00,5.04,2.49,1846900288
9.00,10.00,5.04,-3.90,-849501672
9.00,10.00,5.04,0.98,445742384
9.00,10.00,5.04,5.78,1431652120
9.00,10.00,5.04,2.66,-1797379488
9.00,10.00,5.04,-3.48,750545448
9.00,10.00,5.04,1.36,1864434464
9.00,10.00,5.04,3.66,2000058852
9.00,10.00,5.04,2.69,-1690692468
9.00,10.00,5.03,-2.53,39674672
9.00,10.00,5.04,2.75,-1445363928
9.00,10.00,5.03,2.73,-1520031948
9.00,10.00,5.04,2.47,1761570028
9.00,10.00,5.04,-3.34,1273221528
9.00,10.00,5.04,2.75,-1466688468
9.00,10.00,5.04,3.40,997355772
9.00,10.00,5.04,0.49,-1431620056
9.00,10.0
