tmp local (C), tmp object (C), sound voltage (V), current (A),
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.96,-1603053748
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.86,-1197694768
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.95,-1539048028
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.80,-2.85,-1155045688
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-3.05,-1912388008
10.00,12.00,4.80,-2.94,-1507029028
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.81,-2.94,-1528385728
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.80,-2.84,-1144351228
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-3.01,-1784376508
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.93,-1485704488
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.80,-2.89,-1336368508
10.00,12.00,4.80,-2.92,-1443055468
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.97,-1635040528
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.85,-1176370228
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.81,-2.84,-1144351228
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.81,-2.92,-1421698768
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.93,-1464380008
10.00,12.00,4.80,-2.99,-1709708548
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-3.00,-1731033028
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.80,-2.90,-1347030748
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.88,-1272362728
10.00,12.00,4.80,-2.92,-1443055468
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-3.05,-1912388068
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.81,-2.96,-1592391508
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.84,-1144351228
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-3.04,-1901725768
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.94,-1496366788
10.00,12.00,4.80,-2.94,-1507029028
10.00,12.00,4.80,-2.87,-1261700488
10.00,12.00,4.81,-2.86,-1208357008
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.80,-2.94,-1528385728
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-3.00,-1731033028
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.94,-1507029028
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.81,-2.94,-1496366788
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.80,-2.84,-1123026748
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.81,-2.87,-1261700488
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-3.03,-1859044528
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.81,-2.89,-1304381728
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.80,-2.86,-1208357008
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.96,-1603053748
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.81,-2.93,-1475042248
10.00,12.00,4.80,-2.97,-1613716048
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.89,-1336368508
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.87,-1240376008
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.80,-2.91,-1411036528
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.80,-2.94,-1496366788
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-3.02,-1816395508
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.80,-2.87,-1261700488
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.94,-1507029028
10.00,12.00,4.81,-2.92,-1432361008
10.00,12.00,4.80,-3.03,-1859044588
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.95,-1549710268
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.80,-2.90,-1347030748
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-3.05,-1923050308
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.90,-1368387508
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.80,-2.84,-1133688988
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.81,-2.86,-1197694768
10.00,12.00,4.80,-3.04,-1891063528
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.81,-2.94,-1507029028
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.93,-1453717768
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.81,-3.04,-1880369068
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.81,-2.93,-1464380008
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.97,-1613716048
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.84,-1144351288
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-3.05,-1923050308
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.90,-1368387508
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.92,-1421698768
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.81,-2.95,-1560372568
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-3.04,-1891063528
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.81,-2.84,-1133689048
10.00,12.00,4.81,-2.83,-1080377728
10.00,12.00,4.81,-2.88,-1272362788
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.80,-2.92,-1432361068
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.84,-1133689048
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.97,-1624378288
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-3.04,-1891063528
10.00,12.00,4.80,-2.92,-1432361068
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.97,-1613716048
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-3.04,-1869706828
10.00,12.00,4.80,-2.87,-1240376008
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.85,-1165707988
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.80,-2.91,-1379049748
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.94,-1517723548
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.95,-1539048028
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.80,-2.84,-1133689048
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.80,-2.97,-1613716048
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-3.03,-1837720048
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.81,-2.84,-1133689048
10.00,12.00,4.81,-2.84,-1133689048
10.00,12.00,4.81,-2.83,-1091040028
10.00,12.00,4.81,-2.87,-1261700548
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.94,-1496366788
10.00,12.00,4.80,-2.94,-1496366788
10.00,12.00,4.80,-3.03,-1859044588
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.80,-2.91,-1400374288
10.00,12.00,4.81,-2.84,-1133689048
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.84,-1133689048
10.00,12.00,4.81,-2.84,-1133689048
10.00,12.00,4.81,-2.87,-1240376008
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-3.03,-1848382348
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-3.01,-1784376568
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.84,-1133689048
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.91,-1411036528
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.98,-1677721828
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.94,-1496366788
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.85,-1176370288
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.91,-1411036528
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.80,-2.89,-1304381788
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.99,-1688384068
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-2.91,-1389712048
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.84,-1133689048
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.84,-1133689048
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.92,-1443055528
10.00,12.00,4.80,-3.00,-1752389788
10.00,12.00,4.80,-2.94,-1507029088
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-3.04,-1891063588
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.86,-1219019308
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.93,-1464380068
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.94,-1517723548
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.94,-1496366788
10.00,12.00,4.80,-3.00,-1741727548
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.94,-1517723548
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.94,-1528385788
10.00,12.00,4.81,-2.93,-1464380068
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-3.00,-1741727548
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.84,-1123026808
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.86,-1208357068
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.84,-1123026808
10.00,12.00,4.80,-2.90,-1347030808
10.00,12.00,4.81,-2.85,-1187032528
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.94,-1517723548
10.00,12.00,4.80,-2.94,-1507029088
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-3.02,-1827057808
10.00,12.00,4.81,-2.83,-1091040028
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.80,-2.84,-1123026808
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.85,-1165708048
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-3.03,-1848382348
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-2.93,-1485704548
10.00,12.00,4.81,-2.84,-1123026808
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.92,-1421698828
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.80,-2.88,-1272362788
10.00,12.00,4.81,-2.84,-1123026808
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.99,-1709708608
10.00,12.00,4.80,-2.89,-1325706268
10.00,12.00,4.81,-2.84,-1123026808
10.00,12.00,4.80,-2.88,-1283025028
10.00,12.00,4.81,-2.83,-1091040028
10.00,12.00,4.81,-2.84,-1133689048
10.00,12.00,4.80,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.97,-1613716048
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-3.04,-1891063588
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-2.84,-1123026808
10.00,12.00,4.81,-2.83,-1091040028
10.00,12.00,4.81,-2.83,-1091040028
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1091040028
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.85,-1155045748
10.00,12.00,4.80,-3.03,-1859044588
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-2.92,-1432361068
10.00,12.00,4.80,-2.96,-1592391568
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.81,-2.84,-1133689048
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1091040028
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.94,-1496366848
10.00,12.00,4.81,-2.83,-1091040028
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.80,-2.92,-1421698828
10.00,12.00,4.80,-2.92,-1432361068
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1453717768
10.00,12.00,4.80,-2.96,-1603053808
10.00,12.00,4.81,-2.83,-1112364508
10.00,12.00,4.81,-2.83,-1091040028
10.00,12.00,4.80,-2.85,-1187032528
10.00,12.00,4.81,-2.82,-1048358788
10.00,12.00,4.81,-2.81,-1005709768
10.00,12.00,4.81,-2.82,-1037696548
10.00,12.00,4.81,-2.81,-1016372008
10.00,12.00,4.81,-2.89,-1336368568
10.00,12.00,4.80,-2.91,-1379049808
10.00,12.00,4.81,-2.91,-1389712048
10.00,12.00,4.81,-2.90,-1357693048
10.00,12.00,4.81,-2.90,-1357693048
10.00,12.00,4.80,-2.91,-1389712048
10.00,12.00,4.80,-2.97,-1624378348
10.00,12.00,4.81,-2.91,-1389712048
10.00,12.00,4.81,-2.82,-1069683328
10.00,12.00,4.81,-2.92,-1443055528
10.00,12.00,4.81,-2.82,-1048358788
10.00,12.00,4.81,-2.82,-1048358788
10.00,12.00,4.81,-2.82,-1069683328
10.00,12.00,4.81,-2.82,-1048358788
10.00,12.00,4.81,-2.82,-1037696548
10.00,12.00,4.81,-2.82,-1059021028
10.00,12.00,4.80,-2.91,-1379049808
10.00,12.00,4.81,-2.96,-1603053808
10.00,12.00,4.80,-2.91,-1411036588
10.00,12.00,4.80,-2.91,-1400374288
10.00,12.00,4.80,-2.92,-1432361068
10.00,12.00,4.80,-2.91,-1400374288
10.00,12.00,4.80,-2.91,-1411036588
10.00,12.00,4.81,-2.83,-1080377788
10.00,12.00,4.81,-2.82,-1037696548
10.00,12.00,4.81,-2.94,-1507029088
10.00,12.00,4.81,-2.83,-1080377788
10.00,12.00,4.81,-2.82,-1069683328
10.00,12.00,4.80,-2.83,-1091040028
10.00,12.00,4.81,-2.82,-1069683328
10.00,12.00,4.81,-2.84,-1123026808
10.00,12.00,4.80,-2.92,-1432361068
10.00,12.00,4.80,-2.92,-1421698828
10.00,12.00,4.80,-3.04,-1869706888
10.00,12.00,4.80,-2.92,-1432361068
10.00,12.00,4.80,-2.92,-1421698828
10.00,12.00,4.80,-2.92,-1432361068
10.00,12.00,4.80,-2.92,-1421698828
10.00,12.00,4.81,-2.83,-1080377788
10.00,12.00,4.81,-2.83,-1091040028
10.00,12.00,4.81,-2.82,-1059021028
10.00,12.00,4.81,-2.93,-1464380068
10.00,12.00,4.81,-2.82,-1069683328
10.00,12.00,4.81,-2.82,-1069683328
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.80,-2.91,-1411036588
10.00,12.00,4.81,-2.92,-1443055528
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-3.03,-1859044588
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1080377788
10.00,12.00,4.81,-2.82,-1069683328
10.00,12.00,4.81,-2.82,-1069683328
10.00,12.00,4.81,-2.96,-1571034808
10.00,12.00,4.81,-2.80,-984353068
10.00,12.00,4.81,-2.82,-1048358788
10.00,12.00,4.80,-2.92,-1432361068
10.00,12.00,4.80,-2.93,-1453717828
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.97,-1613716048
10.00,12.00,4.80,-2.94,-1496366848
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.81,-2.96,-1581697108
10.00,12.00,4.81,-2.84,-1123026808
10.00,12.00,4.81,-2.83,-1091040028
10.00,12.00,4.81,-2.84,-1144351288
10.00,12.00,4.81,-2.83,-1091040028
10.00,12.00,4.81,-2.83,-1091040028
10.00,12.00,4.81,-2.83,-1091040028
10.00,12.00,4.81,-2.89,-1336368568
10.00,12.00,4.80,-2.93,-1453717828
10.00,12.00,4.80,-2.93,-1453717828
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-3.04,-1901725828
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-2.92,-1432361068
10.00,12.00,4.80,-2.96,-1581697108
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-3.03,-1859044588
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.80,-2.86,-1208357068
10.00,12.00,4.81,-2.83,-1080377788
10.00,12.00,4.81,-2.82,-1069683328
10.00,12.00,4.81,-2.84,-1123026808
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.90,-1357693108
10.00,12.00,4.80,-2.93,-1453717828
10.00,12.00,4.80,-2.93,-1464380068
10.00,12.00,4.80,-3.00,-1731033088
10.00,12.00,4.80,-2.93,-1475042308
10.00,12.00,4.80,-2.92,-1443055528
10.00,12.00,4.80,-2.93,-1485704608
10.00,12.00,4.80,-2.93,-1453717828
10.00,12.00,4.81,-2.82,-1069683328
10.00,12.00,4.81,-2.83,-1112364568
10.00,12.00,4.81,-2.83,-1112364568
10.00,12.00,4.81,-2.83,-1112364568
10.00,12.00,4.81,-2.83,-1091040028
10.00,12.00,4.81,-2.83,-1101702268
10.00,12.00,4.81,-2.91,-1
